RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30,2024-10-31,2024-11-30,2024-12-31,2025-01-31,2025-02-28,2025-03-31,2025-04-30,2025-05-31,2025-06-30,2025-07-31,2025-08-31,2025-09-30,2025-10-31
102001,0,United States,country,,134.12988350117064,134.8322289823751,136.9716620287848,136.8,139.19539689995304,140.52446588559613,140.729016248158,143.78220858895705,145.53398058252426,146.66792047286404,148.46743295019158,148.3447542208158,140.48595322944422,141.20351023819472,142.17298578199052,142.7231536021749,144.68255183087572,145.2516411378556,146.42539469017584,148.17528542556715,149.76483516483518,151.89134417855755,153.66601355911715,153.95544554455446,147.5556100149652,147.41692789968653,148.61441758957653,148.46182563388606,148.20291777188328,149.40233977619533,152.7599459398379,156.01217656012176,157.16666666666666,159.83026874115984,160.31625501303253,161.87360513509256,156.1234705228031,159.6630094043887,161.63793103448276,164.75423817441447,168.43864928117685,172.71582484926364,177.03660514839572,180.494777499728,183.4893307468477,188.23127265926405,189.94880239520955,192.4598361495136,188.4756345177665,191.05117401676966,194.3717277486911,198.20493642483171,202.401330836084,205.1429761871625,207.32189973614777,209.98870642973247,210.17161381514256,212.0541109901659,211.52073732718895,208.2206598161168,202.98701298701297,201.41015310233684,202.66798484099522,203.74084223551688,205.68070519098922,205.95499746148982,206.48636843816024,208.16401920945697,208.99409501036064,209.48537566591293,207.82396088019559,208.04794520547946,203.84751911374627,203.8266346730654,205.945558739255,207.81471191812136,208.37758112094394,208.0,207.74647887323943,207.20108695652175,206.12581393690868,208.33333333333334,206.77057963955187,206.60953265848372,204.74550325296593,204.43458980044346,204.24132025310837,205.19203413940255,203.57987319394778,203.852504127683,203.8214324262335,204.9480699799202,204.71057523494784,206.84785935236772
394913,1,"New York, NY",msa,NY,233.0579113635673,242.14548404542995,235.43027379185224,248.61212592304702,250.67757417102968,268.949481899538,265.044286979628,261.9003739316239,266.78540333458074,270.9359375,275.0,279.42616703952274,254.94604316546761,260.4650947628126,263.7392490150407,265.19974003466206,279.1023842917251,278.57142857142856,267.8716608594657,265.52592571050184,266.6666666666667,274.96875,277.31442663378544,304.54545454545456,263.5542168674699,264.80520681908285,271.48507731032004,283.44396712629197,257.6861958351419,269.1902859886752,269.606647148124,267.99025686448186,271.3307240704501,279.54879843060326,305.216,328.7955699123212,277.0334928229665,301.68778655449984,313.3333333333333,348.4804147465438,353.3797297297297,380.2871141597256,379.6293333333333,400.0,414.0125952452971,374.70551414373085,361.0640657291194,389.04694612046154,364.6376811594203,338.8767747784474,388.64516129032256,402.4621212121212,387.85460992907804,396.875,390.01643270944743,397.3217876122536,348.4824877039366,407.4074074074074,454.2580517684252,435.10877719429857,358.5064597003118,349.64285714285717,401.2700206085367,416.2303664921466,402.4390243902439,459.0747662351007,421.98438736097535,415.6275976724855,408.24110671936756,398.29357649723784,423.3333333333333,477.73886943471734,454.8273304685439,395.0647265436752,506.4516129032258,499.3556701030928,502.61096605744126,535.483870967742,570.6976744186047,631.8084218512898,559.3891402714933,432.0669431279621,579.7101449275362,550.5359877488514,532.1353209447961,429.24242424242425,480.23114355231144,466.07749850940763,427.6426966292135,535.7142857142857,452.1226436316192,568.489442338928,481.89252336448595,472.5
753899,2,"Los Angeles, CA",msa,CA,385.9186746987952,401.9835510401548,398.9213639526792,421.3217170159347,423.20466666666664,419.11918179920684,424.8209381239374,430.1525505678695,425.76564580559256,423.006623776623,395.868382742379,402.4351594526263,438.97334170567416,408.74533203442115,415.87982832618025,441.2326348697126,431.78916035940335,427.3700787401575,433.5504885993485,420.6273764258555,422.7670125337986,418.87030434201733,418.23791566678096,398.92391372499844,427.80748663101605,428.03643184215093,439.62203715566943,417.9433333333333,418.3329370090362,439.68271673065556,431.54523618895115,414.57286432160805,440.1244167962675,426.8164794007491,437.4523264683448,453.2814238042269,465.1250947687642,434.55553415401926,488.54041013269,514.4301569513825,492.533476685222,501.9007200040851,509.11004585243853,506.28684077828586,539.937106918239,496.48133893539455,529.3333333333334,537.7569258266309,552.4011784568794,571.4907317073171,587.4891240446796,601.6429847556394,634.7010178117048,653.4979423868313,639.6492119979664,611.1729288115399,599.5717344753747,551.5297906602254,583.1113478955781,593.2484076433121,570.0633412509897,545.2998334832683,597.6419524110242,574.8502994011976,573.7172848145557,587.7483443708609,569.0750094114694,604.9983827802333,594.32933478735,604.6779310080763,569.1244239631336,550.5302048755527,648.918440295097,570.8873531444368,561.0831429601205,554.151273575734,532.9478024430441,557.8611332801277,567.7891385282651,534.6123376623376,598.0317940953823,590.8090766823161,571.8580049034726,600.6905901116427,598.2432898737247,642.5764693149968,585.2817568641044,637.5,637.3168924868744,567.9399611375145,665.2360515021459,581.5492957746479,581.4612546125461,633.3644927536232
394463,3,"Chicago, IL",msa,IL,139.4257575757576,145.68,144.96882793017457,149.8820754716981,151.42857142857142,151.8387569150667,155.20731226767896,146.5,153.19143216007626,146.26923076923077,149.3704323633356,151.27954702422787,144.759980049621,145.9731543624161,149.27934111187372,152.07931406876094,159.1508728179551,152.37544169611309,162.7134724857685,155.24113192506974,156.04395604395606,152.72222222222223,150.57283142389525,156.75581132943324,143.84361124814998,152.23275303405205,152.84407319013525,153.54872881355934,147.6521072796935,156.9852391806361,156.78368121442125,160.1875849700616,165.86280814576634,165.92261904761904,158.49068322981367,162.5514403292181,156.6437037037037,160.0,167.4708963911525,167.51273756570967,168.60580761630325,175.859510470855,178.0,175.7105943152455,180.77347310847767,186.70902542203314,185.44460411847768,187.1240203654425,185.34473248758962,185.15672304009323,194.91619866619868,195.5475587206799,195.0730735163862,205.97826086956522,204.86111111111111,196.2701782176661,197.19310236888933,192.94953454189124,196.54213036565977,192.9248727395652,191.3265306122449,190.74887640449438,196.20597243491576,200.05744400646856,204.1601792056829,198.33905930470348,201.12113060634175,198.71900826446281,202.45357616569737,200.94562647754137,201.14173786928146,205.66535654126895,198.80114387547144,203.53564352760495,204.20476313621486,210.43272080616478,211.62790697674419,221.15706806282722,217.12988551125147,211.910556621881,211.10336649920666,205.70081967213116,204.33138226024315,215.4148043922088,211.41304347826087,208.31985154736424,211.52772512122664,222.48277177612565,216.25,220.78571428571428,217.18278354014714,213.7847969049679,214.63239944768605,215.38076923076923
394514,4,"Dallas, TX",msa,TX,131.53149261639828,130.96113580694208,132.14146910221532,131.3807107603967,134.41613908149935,136.02173913043478,135.39901359041832,134.82835820895522,136.51524579962663,137.07649020326033,134.8545994065282,136.56140498607596,136.00137077261687,136.8306246133447,135.07679386642627,137.56727272727272,137.71742070618092,137.29555876100818,139.3557560651156,138.0805420929637,139.28157894736842,139.63920039005365,140.2496839990996,138.66877971473852,139.58333333333334,138.28577512823176,139.78092296728926,140.45809813287016,140.52965036814956,141.47171314741036,141.9438927507448,143.90602055800295,144.828565830721,147.2352328909706,148.01038286826736,148.75346260387812,149.2262343404569,153.3748243773287,153.9351851851852,160.2962962962963,163.5574245939675,162.5415242276091,167.945301542777,171.90004164931278,175.02456689338072,175.55774151275787,176.8597742127154,180.54875061244488,181.71319102353584,183.3998005982054,190.75146771037183,195.46742209631728,200.80389638229283,204.9435394298408,204.4914118212194,204.50079966356338,203.31622581918674,200.11368402269034,197.91147391159853,196.32377622988596,192.76819876157396,191.17133814714833,192.50919842312746,193.13791477565061,193.9735826003885,193.36294747844263,194.48646986469865,195.7050327263346,194.48373408769447,191.86090862125076,190.63636589239627,189.81937602627258,187.22466960352423,186.34970825238506,189.4327148538763,191.7868338557994,191.91919191919192,190.66819221967964,190.98855718497828,188.59837119588514,188.97871422195743,190.0352254005591,187.12353286384976,188.29989957634896,183.35807712487514,184.6979865771812,184.4987674609696,183.74148288850006,180.39491602360417,181.64407880493616,180.43933054393307,180.12202208018593,179.32860750360751,177.67807732018906
394692,5,"Houston, TX",msa,TX,114.65858774178513,114.71948356807512,116.66666666666667,118.25757220004697,118.80035906642729,119.04174015285126,120.2127659574468,120.44182621502209,120.85151187904968,120.54841897233202,119.6726504751848,121.92206550322734,120.24514893420958,120.61995656489488,123.68156424581005,122.19959266802444,123.63101454320415,124.73856209150327,125.68484051150102,124.67108682252366,126.42647058823529,125.40278146037514,126.72064323111444,126.73054245283019,123.9719600371622,125.23249645302573,127.33947879453409,127.09334092202619,126.73476173552238,128.36056348801003,128.7162709639981,130.3294099846117,130.58878504672896,133.00230946882218,133.86102240315935,135.43123543123542,135.49688302163548,135.3690963295184,140.41416165664663,144.63716814159292,146.51038891848694,151.6908796623942,153.7361960088633,155.70374923171482,157.59529702970298,158.8145896656535,161.66237113402062,163.48427672955975,161.43658240868623,165.82775675813394,169.95108425757326,174.37961728360406,174.58567603748327,177.14808043875686,177.05884352830049,179.37062937062936,177.41935483870967,173.9364990801339,172.5193169092945,171.30534790109257,165.41588052528326,166.3002234713406,169.0,169.86378205128204,172.33246222702832,171.55333749220213,172.57202376048286,172.28240034262097,171.30534790109257,167.3308714918759,164.85623003194888,170.3157189712574,166.3095656134416,164.86486486486487,170.3985314512605,171.02473498233215,170.3228243737471,171.155,172.00191113234592,170.0611745513866,169.41596076683012,171.3601299228583,167.67194455599054,170.5271016944691,167.99892990904226,165.96560196560196,169.94797562270992,170.19347037484886,168.02168021680217,168.04879988090164,169.0,165.34432651991614,164.0860137883039,164.152466367713
395209,6,"Washington, DC",msa,VA,183.4641089108911,181.06533036377135,186.56143419326628,185.6060606060606,182.88342734354015,183.5914419003202,186.36529568932468,191.20329508679023,188.8002461033634,199.7055543408282,191.63309352517985,195.802066772655,191.44394951744619,184.01550998948474,193.45768635290932,194.03227232537577,192.1958224543081,192.62092555331992,194.6488469601677,192.192373853211,197.64536446611652,195.87939698492463,196.5470157463348,202.14521452145215,200.86426565008026,200.89262079831934,201.1138613861386,200.5219858571652,202.499375,204.75445058317987,218.52460662872448,214.39783392460558,217.02929083211205,222.15819803736247,212.7951674903899,219.75887474882785,211.3263844606098,219.6033177064551,226.6208436724566,228.0794150870133,222.32080191442193,224.9233630952381,234.4259606720075,239.59080869094845,238.46216890969941,250.13151425762044,252.7450980392157,250.26250516914294,248.59249179062414,243.5933857808858,253.84101536406146,255.36104573753892,259.6437253059106,263.56626270523844,268.6330409356725,275.0320781032078,274.8853068815871,281.25,283.8481228668942,273.7314100840747,257.7047913446677,258.3777120315582,257.15547739102146,258.6395422759059,265.625,276.62296182647776,283.17588843904633,277.9768270944742,262.14194373401534,266.0578034682081,262.9503935793384,270.98581884720954,284.5456162191001,273.704806813232,285.95481383107006,287.185525560023,275.8530510585305,277.0195972631158,278.12153518123665,266.9127380128094,266.9484958979034,257.8239023244893,263.887896102215,282.9768270944742,279.2181516518466,273.46921039347626,274.7413152129262,269.5585457979226,266.94805194805195,273.26726726726724,272.78363298202106,270.99593341324356,280.1161001039336,272.03264417845486
394974,7,"Philadelphia, PA",msa,PA,166.66666666666666,167.37073002431413,166.71253731343285,172.16117216117217,170.56735985533453,166.51252019386106,165.93133177152615,168.99124476589265,164.45190884501528,179.47021812080536,168.31679133673686,169.0625,162.80254179728317,163.63706930859775,163.49685001828425,169.56131718395156,164.3616663084748,170.47374681025906,165.31113392834357,168.73040857334226,169.7080311015681,173.16236882416092,168.10349051443455,165.2635807157521,164.39205955334987,167.21965317919074,166.66666666666666,171.45374608528067,167.506088351281,166.5,172.21948818897638,176.747311827957,175.90451395998952,181.54761904761904,183.59295760564362,180.87135818337617,173.54788255670476,183.09012875536482,184.6281555606095,182.4790322580645,187.5585858890767,194.73997833152762,196.68013580464816,197.92851135407906,199.12494835523728,206.75906784439016,205.94229863400847,213.0014827201784,202.95488559036045,201.13598096658274,208.12530804581843,205.16044061302682,222.72727272727272,218.76482903000698,226.05727513227515,222.84017262973464,224.82831325301206,229.23305626598466,225.05357989568515,230.46590600380333,226.85185185185185,220.0,229.28060580563735,241.54589371980677,239.30759412890873,242.53731343283582,235.08426774483377,239.45272628837097,240.7037037037037,246.40692876807435,238.8034369006521,241.07499137920576,245.57677165354332,234.94936831137528,239.27037516170762,243.16740088105726,254.7105026929982,249.39398905585955,257.9701834862385,253.84950166112958,251.8840579710145,261.8683616415997,256.43300798580304,248.7921348314607,249.5559444970041,243.84853805067112,247.08087669828248,281.69970414201185,260.96153846153845,251.85701021355618,271.0878006074495,263.99333333333334,259.1044776119403,262.1864152560531
394856,8,"Miami, FL",msa,FL,205.3949473515531,218.31472158053882,208.0188679245283,220.60639220179658,233.75534103497387,249.38279624927,232.30663123059213,224.072265625,230.60809097523867,209.77175798504442,203.4525277435265,206.89655172413794,204.23892100192677,211.4102564102564,210.21989548338934,203.16122233930454,210.57668370158405,207.5830957366565,212.8376349131863,215.03721024349665,212.8815815874931,213.98987574781407,222.5223661097267,224.1794564348521,223.86840279895654,209.33116279069768,218.07029702970297,219.65628707226443,221.16849169533066,213.2816212121212,217.50148367952522,215.3903345724907,221.40820445738478,224.57620471672183,233.41515812905166,228.99159663865547,217.3913043478261,226.56403759699563,233.30206378986867,226.83084899546338,252.089233966572,246.61852549094016,243.43434343434345,244.21678944872636,251.25172413793103,257.35475051264524,258.4831786542923,270.6220805052353,272.2772277227723,262.61843910806175,276.68202764976957,280.61224489795916,281.3634932958821,284.14082289177225,289.72682119205297,285.032074126871,283.7776412776413,296.013980366551,288.6485267018355,289.09090909090907,301.92685198146364,298.1610337972167,325.9672668804344,323.6511466781076,322.53333931515607,356.34933333333333,343.790610718737,330.41671753125763,346.3347921225383,358.85039251668695,356.81916271040143,320.0681560015146,356.66876615075023,339.3954121737735,347.49445736163943,364.4677661169415,345.880044723898,344.5265278710544,353.5012136788748,346.20974166382155,356.4805491990847,360.9076690497983,358.314121037464,361.11035857451213,374.1701870850935,375.0,361.4281368014798,400.0,375.4032258064516,447.78133373834623,393.8655145190967,370.4301075268817,384.3640479119195,410.81703107019564
394347,9,"Atlanta, GA",msa,GA,103.0501836822005,103.67571428571429,105.12915129151291,106.9085556652843,108.42833876221498,108.82132132132132,108.895263509006,110.09690933594266,112.55735397607319,116.61259541984732,117.03044375644996,116.29492753623188,110.03253796095444,111.02807353482545,113.64452423698384,113.06020015425707,117.04044910419896,114.79525620944283,119.0,120.02078874079251,122.21783574198096,122.11467143786598,124.01112789381128,124.29271708683473,119.09997917632143,121.905164612264,122.95965865011637,125.16320474777449,122.73503937007874,123.39346051002087,126.50150150150151,128.52070052006877,129.07628676470588,131.05078336034575,132.68716577540107,133.22430249632893,131.74320802400882,134.72133333333332,138.34311632870865,141.32096069868996,145.96397406374984,147.77881408805308,151.13799050447096,157.1016582552271,157.6244573082489,160.47678050358218,162.4929742388759,166.31136738056014,162.99567333933766,166.3417803768681,171.17138096638246,173.49124932851043,177.05253962940478,184.96762257169289,184.33853146853147,185.64785992217898,185.328546562228,181.37947269303203,183.2951289398281,183.50456621004565,178.02897051215726,182.77390753641546,183.6641541572855,187.38288569643973,189.75060067601504,188.27777777777777,185.68488099228964,186.87549563838223,190.60279664095685,194.7095098993833,188.8936063936064,192.7722222222222,186.7984693877551,191.1875,190.2621722846442,194.76136363636363,193.2005518622044,190.35271223546582,190.5093099671413,191.86630776132796,194.04011121792303,194.51145821365918,198.70517928286853,194.7,193.82192610539067,192.60778004533827,189.31553398058253,193.4250841476736,191.3617886178862,191.22918881153777,195.81328200192493,191.2204724409449,186.68555240793202,190.10666666666665
